Frame,CoMx,CoMy,CoMz
813,2.120182,-0.922787,1.037678
814,2.118246,-0.940035,1.042603
815,2.11631,-0.957226,1.047339
816,2.114355,-0.974398,1.051875
817,2.112372,-0.991539,1.056222
818,2.110386,-1.008657,1.060372
819,2.108411,-1.02573,1.064323
820,2.106432,-1.042757,1.068105
821,2.104436,-1.059749,1.071721
822,2.102428,-1.076694,1.075167
823,2.100376,-1.093592,1.078497
824,2.098324,-1.110481,1.08161
825,2.09626,-1.127378,1.08456
826,2.094192,-1.144262,1.087356
827,2.092123,-1.161136,1.089976
828,2.09003,-1.178027,1.092414
829,2.087926,-1.194927,1.094696
830,2.085811,-1.211838,1.096822
831,2.083721,-1.228713,1.098761
832,2.081644,-1.245565,1.100507
833,2.079575,-1.262396,1.102095
834,2.0775,-1.279182,1.103557
835,2.075418,-1.295937,1.104886
836,2.073323,-1.312653,1.10605
837,2.071207,-1.329359,1.107054
838,2.069062,-1.346065,1.107939
839,2.066891,-1.362757,1.108705
840,2.064704,-1.379443,1.109302
841,2.06251,-1.396139,1.109725
842,2.060299,-1.412835,1.11004
843,2.058047,-1.429551,1.110289
844,2.05579,-1.446275,1.110429
845,2.053531,-1.462996,1.110445
846,2.051249,-1.479713,1.110373
847,2.048946,-1.496376,1.110282
848,2.046613,-1.513052,1.110076
849,2.044271,-1.529688,1.109809
850,2.041918,-1.546286,1.109507
851,2.039569,-1.562851,1.10917
852,2.037254,-1.579414,1.10878
853,2.03497,-1.595946,1.108322
854,2.032701,-1.612438,1.107793
855,2.030456,-1.628866,1.107175
856,2.028217,-1.645224,1.106457
857,2.025992,-1.661504,1.10561
858,2.023798,-1.677717,1.104629
859,2.021628,-1.693871,1.103537
860,2.019487,-1.709958,1.102364
861,2.017397,-1.725981,1.101122
862,2.015386,-1.741962,1.099807
863,2.013427,-1.757915,1.098433
864,2.011496,-1.773917,1.097019
865,2.009578,-1.789945,1.095543
866,2.007647,-1.805972,1.093966
867,2.005688,-1.821942,1.092281
868,2.003685,-1.83788,1.090501
869,2.00166,-1.853803,1.088611
870,1.999628,-1.869705,1.086618
871,1.997589,-1.885484,1.084622
872,1.995583,-1.901346,1.082526
873,1.993658,-1.917237,1.080333
874,1.991806,-1.933093,1.078068
875,1.990002,-1.948904,1.075802
876,1.98875,-1.953864,1.073619
877,1.987076,-1.968794,1.071384
878,1.985414,-1.983593,1.069131
879,1.983774,-1.998288,1.066848
880,1.982168,-2.012903,1.064569
881,1.980588,-2.027398,1.062303
882,1.979052,-2.041811,1.060019
883,1.977579,-2.056182,1.057677
884,1.976153,-2.070514,1.055245
885,1.974797,-2.084818,1.052732
886,1.97384,-2.096724,1.050382
887,1.974271,-2.099388,1.048245
888,1.973168,-2.113203,1.04566
889,1.972104,-2.12698,1.043078
890,1.971064,-2.140684,1.040531
891,1.970053,-2.154297,1.038019
892,1.969061,-2.167903,1.035562
893,1.968044,-2.181536,1.033149
894,1.966988,-2.19514,1.030735
895,1.965883,-2.20862,1.02836
896,1.96474,-2.222115,1.025955
897,1.963631,-2.235575,1.023516
898,1.962578,-2.2489,1.021017
899,1.961627,-2.262064,1.018422
900,1.960788,-2.2751,1.015717
901,1.960051,-2.288019,1.012883
902,1.959405,-2.300836,1.009899
903,1.958834,-2.313571,1.006769
904,1.958314,-2.326218,1.00352
905,1.957833,-2.33878,1.000184
906,1.957384,-2.351246,0.996758
907,1.956962,-2.363598,0.993245
908,1.956549,-2.375834,0.989679
909,1.956127,-2.387705,0.986101
910,1.955746,-2.399703,0.982522
911,1.955396,-2.411578,0.978962
912,1.955066,-2.423316,0.975477
913,1.954763,-2.434886,0.972095
914,1.954509,-2.446278,0.968808
915,1.954295,-2.457468,0.965596
916,1.954098,-2.468446,0.962452
917,1.953939,-2.479183,0.959394
918,1.953801,-2.489651,0.956435
919,1.953665,-2.499828,0.953642
920,1.953552,-2.509837,0.950921
921,1.953502,-2.519644,0.948313
922,1.953464,-2.529222,0.945826
923,1.953451,-2.53857,0.943431
924,1.953479,-2.547693,0.94109
925,1.953581,-2.556611,0.938841
926,1.953742,-2.565258,0.936714
927,1.953939,-2.573615,0.934707
928,1.954202,-2.581701,0.932799
929,1.954527,-2.589544,0.930967
930,1.954863,-2.597135,0.929211
931,1.955214,-2.604453,0.927526
932,1.955587,-2.611464,0.925966
933,1.956002,-2.618189,0.924597
934,1.956481,-2.62461,0.923401
935,1.956989,-2.63072,0.922339
936,1.957556,-2.636557,0.921377
937,1.958176,-2.642071,0.920515
938,1.95884,-2.647233,0.919781
939,1.959559,-2.652035,0.919186
940,1.954026,-2.653352,0.919063
941,1.953086,-2.656908,0.818752
942,1.950382,-2.658967,0.800692
943,1.949587,-2.661813,0.782375
944,1.948529,-2.66421,0.770405
945,1.947375,-2.666341,0.761096
946,1.946912,-2.668355,0.753578
947,1.947098,-2.670169,0.747348
948,1.947112,-2.67167,0.741973
949,1.947049,-2.672855,0.737274
950,1.946753,-2.67377,0.733122
951,1.945596,-2.674646,0.729499
952,1.945697,-2.675012,0.726295
953,1.945522,-2.675239,0.723892
954,1.945219,-2.675355,0.7217
955,1.94569,-2.674902,0.719735
956,1.946375,-2.674073,0.718147
957,1.947049,-2.67287,0.716766
958,1.947657,-2.67132,0.715469
959,1.948283,-2.669501,0.714271
960,1.948925,-2.667444,0.715123
961,1.949551,-2.665153,0.714291
962,1.950176,-2.662643,0.716138
963,1.950783,-2.659882,0.718066
964,1.951397,-2.656841,0.720182
965,1.952061,-2.653511,0.722516
966,1.950346,-2.654458,0.724898
967,1.947833,-2.651292,0.726705
968,1.948013,-2.649484,0.72896
969,1.947197,-2.646995,0.731366
970,1.946399,-2.645333,0.733958
971,1.946039,-2.642072,0.736758
972,1.945572,-2.638984,0.739787
973,1.94522,-2.63561,0.743103
974,1.944952,-2.632113,0.746734
975,1.94462,-2.629051,0.750675
976,1.944256,-2.625944,0.754836
977,1.943757,-2.623182,0.759215
978,1.943366,-2.6192,0.763852
979,1.942903,-2.615534,0.768742
980,1.942509,-2.61122,0.773891
981,1.942074,-2.607216,0.779308
982,1.941736,-2.606049,0.784482
983,1.941561,-2.600993,0.789738
984,1.941506,-2.595227,0.795073
985,1.941453,-2.588959,0.800368
986,1.941253,-2.582351,0.805591
987,1.940964,-2.575531,0.810993
988,1.940684,-2.568632,0.816702
989,1.94042,-2.561555,0.823488
990,1.94027,-2.556698,0.830458
991,1.940162,-2.549124,0.837005
992,1.940103,-2.54124,0.843518
993,1.940037,-2.532986,0.850054
994,1.939961,-2.524463,0.856641
995,1.939877,-2.515709,0.863786
996,1.939812,-2.506749,0.870557
997,1.939779,-2.497547,0.877373
998,1.939763,-2.488144,0.884259
999,1.939724,-2.478528,0.8912
1000,1.939686,-2.468733,0.897888
1001,1.939641,-2.458796,0.904798
1002,1.939609,-2.448736,0.911688
1003,1.939612,-2.438596,0.918558
1004,1.939636,-2.428392,0.925408
1005,1.939685,-2.418134,0.932235
1006,1.93975,-2.407844,0.939052
1007,1.939808,-2.397537,0.945877
1008,1.939846,-2.38722,0.952704
1009,1.939892,-2.376907,0.959476
1010,1.93998,-2.366593,0.966137
1011,1.940117,-2.356289,0.972661
1012,1.940306,-2.345993,0.979034
1013,1.94053,-2.335673,0.985259
1014,1.940784,-2.325302,0.991336
1015,1.941019,-2.314794,0.997364
1016,1.941287,-2.304306,1.003201
1017,1.941565,-2.293792,1.008928
1018,1.941841,-2.283237,1.014533
1019,1.942135,-2.272692,1.019992
1020,1.942446,-2.262138,1.0253
1021,1.942791,-2.251582,1.030452
1022,1.943149,-2.241029,1.035417
1023,1.943511,-2.230497,1.040188
1024,1.943866,-2.219982,1.044769
1025,1.944215,-2.209485,1.04916
1026,1.944564,-2.199005,1.053355
1027,1.944897,-2.188538,1.057363
1028,1.945215,-2.178072,1.061178
1029,1.945506,-2.167593,1.064804
1030,1.945784,-2.157114,1.068245
1031,1.946067,-2.146646,1.071505
1032,1.946355,-2.136186,1.074584
1033,1.946656,-2.125734,1.077477
1034,1.946959,-2.115291,1.080189
1035,1.947267,-2.104855,1.082717
1036,1.947572,-2.094423,1.085064
1037,1.947864,-2.083994,1.087238
1038,1.948135,-2.073566,1.089245
1039,1.948329,-2.063097,1.091162
1040,1.94854,-2.05269,1.092825
1041,1.948741,-2.042283,1.094311
1042,1.948942,-2.031885,1.095634
1043,1.949109,-2.021473,1.096807
1044,1.949241,-2.011065,1.09783
1045,1.949354,-2.000652,1.098681
1046,1.949443,-1.990232,1.09938
1047,1.949502,-1.97981,1.099939
1048,1.949519,-1.969372,1.100356
1049,1.949472,-1.958915,1.100639
1050,1.94936,-1.948427,1.100802
1051,1.949195,-1.93794,1.100857
1052,1.948982,-1.927457,1.100786
1053,1.948743,-1.91698,1.100577
1054,1.948475,-1.906518,1.100263
1055,1.948187,-1.89605,1.099856
1056,1.947914,-1.885584,1.099353
1057,1.947683,-1.875113,1.098746
1058,1.947471,-1.864649,1.098062
1059,1.947295,-1.854184,1.09733
1060,1.947163,-1.843745,1.096533
1061,1.947047,-1.833338,1.046932
1062,1.946946,-1.822969,1.042702
1063,1.946785,-1.812595,1.038639
1064,1.94658,-1.802279,1.034555
1065,1.94628,-1.792033,1.030501
1066,1.945906,-1.781869,1.026449
1067,1.945519,-1.771773,1.022394
1068,1.945125,-1.761768,1.018313
1069,1.944737,-1.751859,1.014188
1070,1.944363,-1.742018,1.009995
1071,1.943995,-1.73219,1.005711
1072,1.943604,-1.72236,1.001359
1073,1.943238,-1.712535,0.996948
1074,1.942913,-1.70274,0.992457
1075,1.942614,-1.692964,0.987875
1076,1.942349,-1.683196,0.983234
1077,1.942092,-1.673455,0.978539
1078,1.942196,-1.668741,0.973784
1079,1.942216,-1.663029,0.969051
1080,1.94198,-1.653872,0.92643
1081,1.941741,-1.644781,0.919173
1082,1.94154,-1.635822,0.911986
1083,1.941411,-1.627394,0.904882
1084,1.941258,-1.618792,0.897845
1085,1.941052,-1.610166,0.890871
1086,1.940817,-1.601597,0.861423
1087,1.940548,-1.593248,0.853272
1088,1.940285,-1.58509,0.845168
1089,1.940319,-1.579362,0.837175
1090,1.940133,-1.571305,0.829223
1091,1.939955,-1.563255,0.814304
1092,1.939815,-1.555191,0.806142
1093,1.939703,-1.547109,0.797915
1094,1.939616,-1.539,0.789618
1095,1.939593,-1.530863,0.781258
1096,1.939647,-1.522735,0.772793
1097,1.93975,-1.514581,0.767598
1098,1.939901,-1.506494,0.759058
1099,1.940071,-1.498506,0.750423
1100,1.940254,-1.490637,0.741699
1101,1.940444,-1.482915,0.738763
1102,1.940633,-1.475348,0.730162
1103,1.940808,-1.467921,0.721493
1104,1.940972,-1.460588,0.712788
1105,1.94113,-1.453411,0.704077
1106,1.941259,-1.446835,0.695373
1107,1.941405,-1.439845,0.686649
1108,1.941549,-1.432973,0.677912
1109,1.941721,-1.426231,0.685972
1110,1.941894,-1.419584,0.688343
1111,1.941986,-1.412964,0.688747
1112,1.942089,-1.406467,0.687615
1113,1.94217,-1.400114,0.685643
1114,1.941485,-1.397448,0.68297
1115,1.942313,-1.393735,0.680213
1116,1.942682,-1.389853,0.677859
1117,1.941971,-1.387048,0.674738
1118,1.94003,-1.384675,0.671553
1119,1.939406,-1.380655,0.668733
1120,1.939193,-1.376332,0.665553
1121,1.93818,-1.373096,0.662428
1122,1.936725,-1.370202,0.659391
1123,1.93461,-1.368499,0.656252
1124,1.932555,-1.367183,0.653145
1125,1.930656,-1.366028,0.65019
1126,1.928841,-1.364999,0.647412
1127,1.927429,-1.363691,0.644853
1128,1.925432,-1.362752,0.642559
1129,1.922946,-1.362075,0.640477
1130,1.921027,-1.361505,0.638512
1131,1.918727,-1.361523,0.63657
1132,1.915374,-1.362449,0.634548
1133,1.912801,-1.363114,0.632533
1134,1.909815,-1.364104,0.630612
1135,1.906853,-1.36518,0.628905
1136,1.904741,-1.365952,0.627491
1137,1.902824,-1.366686,0.626291
1138,1.898916,-1.367807,0.625176
1139,1.896277,-1.36878,0.624238
1140,1.894016,-1.369954,0.623579
1141,1.891933,-1.371333,0.623161
1142,1.889938,-1.372884,0.620949
1143,1.887971,-1.374622,0.621093
1144,1.883897,-1.375862,0.621224
1145,1.881779,-1.377797,0.621512
1146,1.879239,-1.379547,0.621995
1147,1.876827,-1.381463,0.622679
1148,1.874532,-1.383609,0.623574
1149,1.872331,-1.386205,0.624618
1150,1.869976,-1.388474,0.625723
1151,1.867955,-1.391845,0.627002
1152,1.865877,-1.395424,0.628524
1153,1.863467,-1.399086,0.630235
1154,1.86033,-1.401426,0.632039
1155,1.857799,-1.40538,0.633865
1156,1.855619,-1.409168,0.635653
1157,1.853502,-1.414455,0.63764
1158,1.851344,-1.420109,0.639981
1159,1.849242,-1.424255,0.642859
1160,1.846682,-1.42745,0.646036
1161,1.842898,-1.426999,0.64858
1162,1.839207,-1.432258,0.651097
1163,1.835386,-1.438121,0.653583
1164,1.831133,-1.443741,0.656136
1165,1.826932,-1.450326,0.658851
1166,1.822043,-1.453021,0.661744
1167,1.817538,-1.458509,0.664788
1168,1.812971,-1.464614,0.667841
1169,1.808474,-1.471291,0.670951
1170,1.803954,-1.478651,0.674076
1171,1.797965,-1.48185,0.677222
1172,1.792961,-1.488652,0.680462
1173,1.788016,-1.495258,0.68367
1174,1.78342,-1.503044,0.680038
1175,1.778939,-1.511315,0.683513
1176,1.774321,-1.519729,0.687115
1177,1.769453,-1.52734,0.690844
1178,1.764702,-1.535963,0.694534
1179,1.760006,-1.543779,0.698154
1180,1.755549,-1.550713,0.701748
1181,1.751269,-1.559182,0.705468
1182,1.747111,-1.567489,0.70937
1183,1.742918,-1.576261,0.713541
1184,1.738705,-1.58495,0.717916
1185,1.734195,-1.59434,0.722454
1186,1.729255,-1.604853,0.727192
1187,1.724153,-1.615854,0.731911
1188,1.7189,-1.627333,0.736607
1189,1.713495,-1.639249,0.741359
1190,1.708012,-1.651469,0.746278
1191,1.702451,-1.663936,0.75113
1192,1.700323,-1.66805,0.756092
1193,1.69588,-1.678572,0.76123
1194,1.693206,-1.683398,0.766489
1195,1.688329,-1.694486,0.77207
1196,1.683327,-1.706315,0.777403
1197,1.678131,-1.718726,0.783243
1198,1.67271,-1.731694,0.789224
1199,1.667111,-1.745079,0.795292
1200,1.661356,-1.758826,0.800624
1201,1.657853,-1.765948,0.806109
1202,1.652033,-1.778835,0.812535
1203,1.645997,-1.792386,0.81914
1204,1.639822,-1.806614,0.824577
1205,1.633581,-1.821333,0.831341
1206,1.627255,-1.836453,0.838274
1207,1.620739,-1.851942,0.845395
1208,1.614158,-1.867687,0.850503
1209,1.607537,-1.88373,0.857758
1210,1.600857,-1.900032,0.865235
1211,1.594137,-1.916583,0.872881
1212,1.587369,-1.933344,0.880696
1213,1.580563,-1.950299,0.884878
1214,1.573733,-1.967432,0.892615
1215,1.566863,-1.984684,0.900465
1216,1.559971,-2.002116,0.908414
1217,1.553118,-2.01972,0.911251
1218,1.546267,-2.037464,0.918877
1219,1.539422,-2.05533,0.9266
1220,1.53259,-2.073287,0.934391
1221,1.525772,-2.091332,0.935518
1222,1.525395,-2.092876,0.937575
1223,1.519675,-2.109688,0.944146
1224,1.513886,-2.126722,0.950871
1225,1.508032,-2.143919,0.957669
1226,1.502109,-2.161279,0.964487
1227,1.496116,-2.178747,0.971332
1228,1.490083,-2.19632,0.978203
1229,1.484023,-2.213981,0.985044
1230,1.477953,-2.231715,0.991812
1231,1.471816,-2.249579,0.998522
1232,1.465775,-2.267428,1.005135
1233,1.459769,-2.285349,1.011652
1234,1.453771,-2.303278,1.018069
1235,1.447757,-2.3212,1.024378
1236,1.441754,-2.33914,1.030552
1237,1.435755,-2.357076,1.036571
1238,1.429736,-2.374979,1.042461
1239,1.423707,-2.392877,1.048224
1240,1.417688,-2.410768,1.053852
1241,1.411647,-2.428629,1.059339
1242,1.405614,-2.446471,1.064678
1243,1.399592,-2.464277,1.069877
1244,1.393575,-2.482053,1.074938
1245,1.387558,-2.499803,1.079856
1246,1.38154,-2.517525,1.084624
1247,1.375517,-2.53524,1.089241
1248,1.369474,-2.552944,1.093708
1249,1.363417,-2.57064,1.098023
1250,1.357345,-2.588313,1.102189
1251,1.35127,-2.605985,1.106203
1252,1.34518,-2.62364,1.110051
1253,1.339051,-2.64128,1.113749
1254,1.332889,-2.658921,1.117306
1255,1.32664,-2.676562,1.120762
1256,1.320411,-2.694161,1.124054
1257,1.314176,-2.711725,1.127211
1258,1.307926,-2.729297,1.130222
1259,1.301665,-2.746815,1.133087
1260,1.295396,-2.764372,1.135804
1261,1.289119,-2.781862,1.138362
1262,1.282836,-2.799387,1.140767
1263,1.276535,-2.816855,1.143016
1264,1.270208,-2.834313,1.145116
1265,1.263878,-2.851744,1.147061
1266,1.257555,-2.869136,1.148851
1267,1.251239,-2.886536,1.150477
1268,1.244914,-2.903937,1.151933
1269,1.238568,-2.921351,1.153229
1270,1.232211,-2.938757,1.154367
1271,1.225868,-2.956185,1.155328
1272,1.219512,-2.97358,1.15613
1273,1.213157,-2.990971,1.156782
1274,1.206825,-3.008363,1.157257
1275,1.200504,-3.025728,1.15756
1276,1.19421,-3.043119,1.157686
1277,1.187906,-3.060476,1.157651
1278,1.181609,-3.077809,1.157483
1279,1.175287,-3.095099,1.157217
1280,1.169009,-3.11237,1.156774
1281,1.162758,-3.129652,1.156179
1282,1.156527,-3.146948,1.155425
1283,1.150301,-3.164213,1.154509
1284,1.144057,-3.18145,1.153446
1285,1.1378,-3.198645,1.152256
1286,1.13153,-3.215829,1.15096
1287,1.125271,-3.232971,1.14956
1288,1.11904,-3.250076,1.148046
1289,1.11283,-3.267141,1.146404
1290,1.106618,-3.284199,1.144666
1291,1.100383,-3.30125,1.142852
1292,1.094143,-3.318292,1.140957
1293,1.087912,-3.335322,1.138956
1294,1.081686,-3.352319,1.136861
1295,1.075447,-3.369254,1.134721
1296,1.069218,-3.386151,1.132525
1297,1.063015,-3.403018,1.130256
1298,1.056839,-3.419866,1.127931
1299,1.050703,-3.436698,1.125557
1300,1.044629,-3.453543,1.123129
1301,1.038609,-3.470415,1.120608
1302,1.03262,-3.487273,1.117953
1303,1.026608,-3.504088,1.115198
1304,1.020601,-3.520918,1.11228
1305,1.014594,-3.537712,1.109221
1306,1.008565,-3.554466,1.106062
1307,1.002522,-3.571163,1.102841
1308,0.99649,-3.587797,1.099571
1309,0.990477,-3.604371,1.096259
1310,0.984493,-3.620922,1.092911
1311,0.978535,-3.637422,1.089525
1312,0.972597,-3.653863,1.086126
1313,0.966672,-3.670181,1.082716
1314,0.960775,-3.686381,1.079286
1315,0.954916,-3.702444,1.075802
1316,0.949073,-3.718377,1.072279
1317,0.943253,-3.734222,1.068721
1318,0.937451,-3.749995,1.065053
1319,0.931656,-3.76574,1.0613
1320,0.925881,-3.781486,1.057434
1321,0.920155,-3.797256,1.053462
1322,0.914474,-3.813011,1.049379
1323,0.908841,-3.828764,1.045205
1324,0.903244,-3.84449,1.040979
1325,0.897671,-3.860129,1.036776
1326,0.892109,-3.875646,1.032625
1327,0.886562,-3.891003,1.028568
1328,0.881039,-3.906264,1.02455
1329,0.87554,-3.921329,1.020607
1330,0.870116,-3.936092,1.016725
1331,0.873098,-3.937403,1.012947
1332,0.869583,-3.949017,1.010181
1333,0.8687,-3.953593,1.007917
1334,0.8639,-3.965868,1.005577
1335,0.859201,-3.977409,1.002504
1336,0.854525,-3.988655,0.998867
1337,0.850063,-3.998072,0.995041
1338,0.845438,-4.00669,0.991077
1339,0.840583,-4.014738,0.987017
1340,0.835674,-4.022516,0.982854
1341,0.830944,-4.028901,0.978733
1342,0.826522,-4.036062,0.974862
1343,0.822434,-4.04321,0.971305
1344,0.818701,-4.05003,0.96793
1345,0.815287,-4.057555,0.964536
1346,0.812023,-4.064256,0.961084
1347,0.808677,-4.06971,0.957489
1348,0.805234,-4.075454,0.953853
1349,0.801372,-4.078765,0.950429
1350,0.797511,-4.084062,0.947067
1351,0.79316,-4.088195,0.943665
1352,0.789007,-4.093897,0.940456
1353,0.784919,-4.099713,0.937626
1354,0.780762,-4.105495,0.935012
1355,0.776282,-4.110557,0.932595
1356,0.772019,-4.116137,0.930205
1357,0.767478,-4.120534,0.927748
1358,0.763577,-4.125009,0.925062
1359,0.759869,-4.128738,0.922155
1360,0.756353,-4.132632,0.91894
1361,0.752917,-4.136507,0.915633
1362,0.749176,-4.138643,0.912447
1363,0.745923,-4.141761,0.909083
1364,0.742821,-4.144852,0.905816
1365,0.739717,-4.146958,0.904064
1366,0.736637,-4.149191,0.901318
1367,0.733536,-4.150551,0.898652
1368,0.730261,-4.151536,0.896109
1369,0.726843,-4.152191,0.893893
1370,0.723355,-4.152633,0.892141
1371,0.719853,-4.152876,0.890772
1372,0.716417,-4.152236,0.862865
1373,0.713401,-4.152338,0.863259
1374,0.710477,-4.152276,0.862952
1375,0.707632,-4.152137,0.862981
1376,0.705064,-4.151851,0.862811
1377,0.70256,-4.151596,0.862546
1378,0.700006,-4.151102,0.862123
1379,0.697226,-4.15039,0.861549
1380,0.694192,-4.149508,0.860961
1381,0.690989,-4.148613,0.8604
1382,0.687789,-4.147938,0.860169
1383,0.684624,-4.147637,0.860438
1384,0.681396,-4.147609,0.861129
1385,0.677968,-4.14773,0.862056
1386,0.674255,-4.147859,0.86308
1387,0.670078,-4.147864,0.864093
1388,0.665336,-4.14795,0.865093
1389,0.660368,-4.148059,0.866153
1390,0.655099,-4.148282,0.867393
1391,0.649523,-4.148667,0.86895
1392,0.643678,-4.14926,0.870696
1393,0.637885,-4.149629,0.872457
1394,0.631963,-4.149798,0.874178
1395,0.625856,-4.149928,0.875994
1396,0.619728,-4.150198,0.878083
1397,0.613673,-4.15066,0.880445
1398,0.607822,-4.151465,0.883067
1399,0.602137,-4.152452,0.885939
1400,0.596716,-4.153574,0.888994
1401,0.591442,-4.154763,0.892244
1402,0.586454,-4.156108,0.895624
1403,0.581815,-4.157722,0.899192
1404,0.577414,-4.159703,0.903033
1405,0.57324,-4.162065,0.907161
1406,0.56931,-4.164727,0.911521
1407,0.565552,-4.167719,0.916015
1408,0.561973,-4.170873,0.92062
1409,0.558572,-4.174368,0.925357
1410,0.555426,-4.178269,0.930275
1411,0.552551,-4.182521,0.935372
1412,0.550021,-4.187206,0.940642
1413,0.54787,-4.192313,0.946059
1414,0.545954,-4.197878,0.95163
1415,0.544061,-4.203578,0.956998
1416,0.542077,-4.208756,0.962343
1417,0.540025,-4.213345,0.96767
1418,0.537909,-4.21712,0.973016
1419,0.535689,-4.219901,0.978797
1420,0.533331,-4.221904,0.984271
1421,0.530842,-4.222901,0.990347
1422,0.52832,-4.2232,0.996165
1423,0.52573,-4.222749,1.002607
1424,0.523144,-4.221825,1.009184
1425,0.520525,-4.220467,1.015571
1426,0.51789,-4.218755,1.022282
1427,0.516108,-4.221405,1.028932
1428,0.5136,-4.219503,1.035631
1429,0.51104,-4.21722,1.042468
1430,0.508481,-4.214617,1.049406
1431,0.505942,-4.211753,1.055898
1432,0.503917,-4.21239,1.062234
1433,0.501471,-4.209422,1.069331
1434,0.499121,-4.206278,1.076553
1435,0.496786,-4.203006,1.083887
1436,0.494467,-4.19964,1.091319
1437,0.492211,-4.19615,1.096775
1438,0.490053,-4.192469,1.104166
1439,0.487897,-4.18872,1.111528
1440,0.485659,-4.184939,1.115966
1441,0.483484,-4.181393,1.123123
1442,0.481354,-4.178144,1.13049
1443,0.479257,-4.174917,1.137882
1444,0.477173,-4.171442,1.140598
1445,0.475109,-4.167605,1.147419
1446,0.473007,-4.163571,1.154284
1447,0.470818,-4.159484,1.161209
1448,0.468638,-4.155476,1.168039
1449,0.466501,-4.151467,1.174721
1450,0.464411,-4.147408,1.181206
1451,0.462391,-4.143313,1.187489
1452,0.460394,-4.1392,1.193588
1453,0.458387,-4.135075,1.199541
1454,0.45635,-4.130952,1.205366
1455,0.454262,-4.126805,1.211075
1456,0.452143,-4.122651,1.216659
1457,0.450008,-4.118469,1.222099
1458,0.447855,-4.114248,1.227395
1459,0.445674,-4.10999,1.232574
1460,0.443457,-4.105713,1.237662
1461,0.44121,-4.10143,1.242656
1462,0.438955,-4.097185,1.247541
1463,0.436692,-4.092947,1.252299
1464,0.434429,-4.088705,1.256942
1465,0.432149,-4.084492,1.261494
1466,0.42984,-4.080318,1.265965
1467,0.427493,-4.076156,1.270355
1468,0.425102,-4.072013,1.274658
1469,0.422675,-4.067891,1.278876
1470,0.420203,-4.063789,1.283018
1471,0.417664,-4.059697,1.287132
1472,0.415116,-4.055647,1.291099
1473,0.412541,-4.051606,1.294942
1474,0.409949,-4.047563,1.298657
1475,0.407347,-4.043505,1.302239
1476,0.404769,-4.039408,1.305668
1477,0.402224,-4.035256,1.308938
1478,0.399687,-4.031047,1.312066
1479,0.397136,-4.026788,1.315045
1480,0.394566,-4.022469,1.317857
1481,0.391972,-4.018101,1.32049
1482,0.38935,-4.01368,1.322953
1483,0.386704,-4.00924,1.325242
1484,0.38406,-4.004767,1.327374
1485,0.381405,-4.00028,1.329336
1486,0.378727,-3.99582,1.33112
1487,0.376046,-3.991399,1.332719
1488,0.373369,-3.987035,1.334127
1489,0.370708,-3.98272,1.335364
1490,0.368052,-3.978453,1.336411
1491,0.36539,-3.974228,1.337275
1492,0.362717,-3.970044,1.337987
1493,0.360043,-3.965894,1.338562
1494,0.357379,-3.961745,1.338987
1495,0.354666,-3.957591,1.339315
1496,0.351956,-3.953461,1.339487
1497,0.349251,-3.949359,1.339586
1498,0.346562,-3.945265,1.339675
1499,0.344024,-3.941558,1.339765
1500,0.341395,-3.937521,1.339834
1501,0.338686,-3.933444,1.33989
1502,0.335844,-3.929385,1.339951
1503,0.332942,-3.925416,1.34004
1504,0.330064,-3.921606,1.340167
1505,0.327254,-3.917922,1.340296
1506,0.325827,-3.915954,1.340413
1507,0.323199,-3.912443,1.340447
1508,0.320588,-3.908973,1.340378
1509,0.317976,-3.905533,1.34023
1510,0.315385,-3.902095,1.33998
1511,0.312818,-3.898644,1.339626
1512,0.310295,-3.89519,1.339147
1513,0.307798,-3.891765,1.338565
1514,0.305301,-3.888398,1.33791
1515,0.302843,-3.885095,1.337165
1516,0.300416,-3.881905,1.336301
1517,0.298017,-3.878766,1.33534
1518,0.295645,-3.875637,1.334302
1519,0.293231,-3.872561,1.333225
1520,0.290831,-3.869501,1.332005
1521,0.28846,-3.866468,1.330649
1522,0.28613,-3.86342,1.329153
1523,0.283812,-3.860351,1.32749
1524,0.281441,-3.857249,1.325663
1525,0.279062,-3.854093,1.323716
1526,0.276684,-3.850899,1.321673
1527,0.274275,-3.847636,1.31953
1528,0.271852,-3.844347,1.317283
1529,0.269479,-3.841034,1.314965
1530,0.267138,-3.837747,1.312549
1531,0.264812,-3.834474,1.310016
1532,0.262511,-3.831228,1.307342
1533,0.260226,-3.828,1.304549
1534,0.257954,-3.824792,1.301681
1535,0.255679,-3.821649,1.298742
1536,0.253414,-3.818599,1.295711
1537,0.251186,-3.815621,1.292601
1538,0.248973,-3.812748,1.289459
1539,0.246733,-3.810018,1.286317
1540,0.244461,-3.807452,1.283202
1541,0.242216,-3.805065,1.280198
1542,0.239959,-3.802914,1.277327
1543,0.237624,-3.800999,1.274599
1544,0.235331,-3.799324,1.271904
1545,0.233021,-3.797884,1.269272
1546,0.230633,-3.7967,1.266773
1547,0.228204,-3.795797,1.26439
1548,0.225762,-3.795154,1.262063
1549,0.223141,-3.794761,1.259567
1550,0.220972,-3.794383,1.257405
1551,0.218316,-3.794098,1.255138
1552,0.215792,-3.793829,1.252908
1553,0.213247,-3.793835,1.250703
1554,0.210651,-3.794086,1.248524
1555,0.208139,-3.794501,1.246326
1556,0.205766,-3.795106,1.244142
1557,0.202346,-3.796678,1.24105
